scorer,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000,DLC_resnet50_MR10_11_MJJ_DLCMay8shuffle1_100000
17213,90.16466522,104.5728226,0.999999046,44.37153244,160.2988434,1,42.47432327,96.25160217,1
17214,92.04556274,104.7206802,0.999999642,44.51076889,160.3365326,1,42.55197525,96.08444977,1
17215,94.52780914,104.3128891,0.999999523,44.44832993,160.2750397,1,42.49520493,96.16744995,1
17216,96.81575012,105.5036545,0.999999762,44.5141716,160.2506256,1,42.49148941,95.99746704,1
17217,99.59242249,107.0543289,0.999999762,44.54350281,160.179657,1,42.16976929,95.90625,1
17218,100.4014053,107.3187485,0.999999404,44.60066605,160.1738129,1,42.31481171,95.99472809,1
17219,101.8961792,108.3047638,0.999999523,44.60556793,160.1520386,1,42.10628891,95.87142181,1
17220,104.023407,108.958168,0.999999523,44.60906601,160.1770325,1,42.20386505,95.79524231,1
17221,104.9011459,110.3579636,0.999999642,44.56348419,160.2064209,1,42.1511879,95.86743927,1
17222,105.5971832,111.164444,0.999999642,44.56053162,160.2027893,1,42.24499512,95.99378967,1
17223,107.0237808,111.9581985,0.999999762,44.51881409,160.1516418,1,42.31320953,96.02262115,1
17224,108.8473434,113.8909302,0.999999762,44.52279282,160.1832886,1,42.43385315,96.00119019,1
17225,109.115654,114.7951279,0.999999881,44.50450897,160.1583862,1,42.39301682,96.06536865,1
17226,107.6453018,117.2465591,0.999999881,44.51010513,160.1927338,1,42.47646332,96.01096344,1
17227,107.5933838,118.861969,0.999999881,44.48954773,160.1730957,1,42.35866165,96.09429932,1
17228,108.4388351,120.8776855,0.999999881,44.6121521,160.1942902,1,42.50738907,96.11582184,1
17229,109.5035706,122.6551361,0.999999523,44.55965424,160.2009583,1,42.44882965,96.1452179,1
17230,109.9075394,122.8516998,0.999999642,44.59770584,160.1392822,1,42.60674667,96.10472107,1
17231,109.6904526,125.6886749,0.999999642,44.54702377,160.2277374,1,42.75703049,96.07057953,1
17232,109.7377396,129.6876678,0.999999523,44.55931091,160.2662048,1,42.82106781,96.13182831,1
17233,110.8008347,132.8249512,0.999999881,44.46925735,160.2787933,1,42.85525894,96.15396881,1
17234,110.2213287,134.7470245,0.999999881,44.49088287,160.2596436,1,42.78102112,96.12487793,1
17235,109.4268646,136.4569244,0.999999642,44.47226334,160.3138275,1,42.7934494,96.2011795,1
17236,108.2207718,137.6003418,0.999999523,44.43980408,160.3374634,1,42.83362579,96.16015625,1
17237,106.9496536,138.6015167,0.999999285,44.40810013,160.41745,1,42.84743118,96.17523956,1
17238,106.0278549,139.852951,0.999999523,44.49278259,160.3687592,1,42.74473572,96.19838715,1
17239,105.1203156,141.1817627,0.999999046,44.45220947,160.3855286,1,42.78497696,96.14206696,1
17240,104.0114059,143.4196014,0.999998331,44.57176971,160.3663483,1,42.63714981,96.13211823,1
17241,101.8468857,145.3377991,0.999999762,44.58901596,160.3726501,1,42.82876587,96.19728851,1
17242,99.8098526,147.7057953,0.999999881,44.57719803,160.4229279,1,42.85884857,96.15859222,1
17243,97.9610672,148.829834,0.999999881,44.59652328,160.4152374,1,42.7158165,96.14860535,1
17244,96.02972412,149.5706329,0.999999523,44.585186,160.3856506,1,42.75234604,96.08049011,1
17245,93.68476105,149.9520569,0.999999762,44.52036285,160.3773346,1,42.78990555,96.20964813,1
17246,92.36891937,150.2233124,0.999999762,44.58252716,160.367569,1,42.86711884,96.2095108,1
17247,90.80673218,150.8863831,0.999999762,44.6030426,160.4241028,1,42.93861008,96.23255157,1
17248,89.10618591,151.1539154,0.999999762,44.61243057,160.5111084,1,42.95712662,96.31920624,1
17249,88.33362579,151.1177826,0.999999881,44.65898132,160.5552368,1,42.9778595,96.32641602,1
17250,86.97138214,151.4973755,0.999999881,44.65995026,160.6428375,1,42.90768051,96.37435913,1
17251,85.35193634,152.2453766,0.999999881,44.7238121,160.7145538,1,42.97276688,96.30963135,1
17252,83.68179321,152.5404358,0.999999881,44.78406906,160.7131958,1,42.81268311,96.32730103,1
17253,82.67559814,152.7912903,0.999999881,44.77840424,160.7148743,1,42.88704681,96.36341858,1
17254,81.79853058,152.9274139,0.999999881,44.81681442,160.7060547,1,42.87529755,96.32685089,1
17255,81.35905457,152.8256226,0.999999762,44.73707581,160.7281494,1,42.89360046,96.3271637,1
17256,81.18762207,152.6273956,0.999999762,44.72875214,160.7694092,1,42.8415947,96.27698517,1
17257,80.97750092,152.7755585,0.999999762,44.72916031,160.7444611,1,42.94055557,96.34144592,1
17258,80.88571167,152.8011169,0.999999762,44.73069382,160.742981,1,42.81898117,96.3037796,1
17259,80.80418396,152.8154755,0.999999762,44.71828461,160.7713776,1,42.92885208,96.32669067,1
17260,80.72328186,152.7483368,0.999999762,44.76126099,160.7771301,1,42.88007736,96.31482697,1
17261,80.54476166,152.6998138,0.999999762,44.7454071,160.7902679,1,42.79504395,96.27471924,1
17262,80.01661682,152.399292,0.999999762,44.71731186,160.7418365,1,42.77719498,96.3066864,1
17263,78.70163727,152.2368164,0.999999762,44.72872162,160.7292633,1,42.88365173,96.31639099,1
17264,77.64043427,151.8001404,0.999999881,44.7115593,160.7747498,1,42.77855301,96.23459625,1
17265,75.64230347,151.2096558,0.999999881,44.60301208,160.9396057,1,42.81086349,96.14627075,1
17266,73.52298737,150.791275,0.999999881,44.61058044,161.1443939,1,42.76103973,96.17163849,1
17267,73.53556061,150.584549,0.999999881,44.53185272,161.2936707,1,42.80995941,96.22454834,1
17268,71.86185455,149.7368469,1,44.45309448,161.3375244,1,42.79325485,96.21279144,1
17269,70.30570984,148.7897186,1,44.24134827,161.4054871,1,42.7172966,96.17034912,1
17270,70.38795471,148.243515,1,44.27032089,161.3941803,1,42.71933746,96.20561981,1
17271,70.90589905,147.9666595,1,44.26927948,161.3754883,1,42.71933746,96.140625,1
17272,70.6328125,147.7591248,1,44.32048416,161.3729401,1,42.64638519,96.16519165,1
17273,70.50822449,147.7892761,1,44.31332779,161.349762,1,42.74052429,96.09970093,1
17274,70.28837585,147.6079712,1,44.27888489,161.4249725,1,42.73532104,96.12599182,1
17275,69.77837372,147.1030426,1,44.25395584,161.5104828,1,42.75919342,96.28295135,1
17276,68.67710876,146.1190643,1,44.265522,161.3672333,1,42.62971878,96.13225555,1
17277,67.2898941,145.0067902,0.999999881,44.27661896,161.4652557,1,42.66215134,96.10785675,1
17278,63.5016861,144.4020691,0.999999881,44.31598282,161.548996,1,42.65481186,96.23136902,1
17279,61.66757202,143.9395599,0.999999642,43.90863037,160.9130707,1,42.72902298,96.23844147,1
17280,58.96220016,139.9555664,1,43.98114395,160.9004364,1,42.75390244,96.16046906,1
17281,54.97415161,138.4558868,0.999999881,43.93575668,160.899826,1,42.68463898,96.23278046,1
17282,54.22639465,136.6862183,0.999999881,43.89400482,161.01297,1,42.66845703,96.20366669,1
17283,56.22844696,137.5164948,0.999999881,43.90625381,160.8688507,1,42.64782333,96.22553253,1
17284,56.31048965,137.4487457,0.999999881,43.9465332,160.9322815,1,42.63542175,96.18820953,1
17285,56.07357407,137.3712158,0.999999881,43.93118286,160.8805237,1,42.69276047,96.17050171,1
17286,55.80359268,137.0525513,0.999999881,43.8818779,160.951767,1,42.67996979,96.14576721,1
17287,57.09065628,136.1660461,0.999999881,43.87113953,160.9626617,1,42.68551636,96.34768677,1
17288,55.93405533,134.134903,0.999999881,43.98129272,161.2491302,1,42.60040283,96.30175018,1
17289,53.34960556,130.058609,0.999999881,44.04114151,161.1706238,1,42.74287415,96.02976227,1
17290,49.41832733,126.0889435,0.999999762,44.12575912,161.0696716,1,42.5761528,95.78688812,0.999999881
17291,48.21286011,122.6326065,0.999999523,44.14524841,160.9537659,1,42.46025085,95.68188477,0.999999762
17292,49.69470215,122.2735062,0.999999166,44.11108398,160.801651,1,42.08930969,95.50871277,0.999999404
17293,50.02041626,121.0669632,0.999999642,44.06146622,160.8447113,1,42.00743103,95.22071075,0.999999523
17294,51.1807251,118.6745682,0.999999881,44.19877243,160.6867371,1,41.79670334,94.87158203,0.999999285
17295,52.91872025,116.0004272,0.999999762,44.10399628,160.664917,1,42.02039719,97.12010193,0.999999046
17296,53.82917786,113.8320923,0.999999523,44.46336365,160.58078,1,41.93766022,97.00415039,0.999998927
17297,54.89805222,111.7540817,0.999997497,44.43599319,160.5185699,1,41.75826645,95.25444794,0.999998808
17298,56.02693176,109.2060852,0.999998212,44.40208054,160.6149597,1,41.90439987,95.179245,0.999999166
17299,57.53772736,108.0265045,0.999999046,44.63130569,160.6882629,1,42.30870438,95.43982697,0.999999523
17300,58.63950348,106.6200562,0.999999046,44.70013046,160.5219574,1,42.43387604,95.61065674,0.999999762
17301,60.95591736,105.9253845,0.999998569,44.66262436,160.6388092,1,42.57773209,95.46723175,0.999999762
17302,63.29911423,105.3333054,0.99999845,44.7862587,160.651825,1,42.47089386,95.47151947,0.999999881
17303,65.69462585,105.0084915,0.999999642,44.68548965,160.6352234,1,42.40872192,95.6733017,0.999999881
17304,69.50457001,103.9540787,0.999999762,44.72207642,160.533432,1,42.34527588,96.04847717,1
17305,72.63334656,102.9727707,0.999999404,44.71173096,160.4849091,1,42.32518387,96.19028473,1
17306,74.21640778,103.3673401,0.999999404,44.72563553,160.5381165,1,42.42583466,96.20385742,1
17307,75.94002533,103.8006516,0.999999523,44.63035965,160.4620972,1,42.16068268,96.00365448,1
17308,77.6891098,103.3543396,0.999999642,44.54548264,160.4776611,1,42.10626602,95.98764801,1
17309,80.38320923,101.70401,0.999999881,44.51259232,160.3715363,1,42.06602859,96.09204865,1
17310,85.57627106,102.6217575,1,44.51700592,160.2713776,1,42.54336548,96.18544006,1
17311,89.55053711,103.0633011,0.999999404,44.49663162,160.3172913,1,42.49097824,96.14589691,1
17312,92.06343079,104.1533585,0.999999523,44.61381531,160.2857361,1,42.4189682,96.06383514,1
17313,94.28911591,105.4752502,0.999999285,44.53649139,160.2264862,1,42.48992157,95.99894714,1
17314,96.35305023,106.8687286,0.999999523,44.55957794,160.2066803,1,42.53954315,96.01246643,1
17315,97.44664764,107.1682816,0.999999642,44.57086563,160.1824036,1,42.51621628,95.99205017,1
17316,99.00122833,107.6098709,0.999999523,44.56453705,160.1860962,1,42.33749008,95.92971039,1
17317,99.88124084,107.7638092,0.999999642,44.63518906,160.1983185,1,42.22499847,95.87979889,1
17318,101.671463,108.9319305,0.999999642,44.55907822,160.1260834,1,42.27949905,95.92494965,1
17319,102.6835022,110.1960983,0.999999285,44.55985641,160.1587219,1,42.26037979,96.00456238,1
17320,104.0195313,110.1094055,0.999999285,44.56251907,160.2342377,1,42.20877838,96.00931549,1
17321,104.9228745,111.1116028,0.999999285,44.54907227,160.2020264,1,42.29406357,95.91374207,1
17322,105.9058914,113.7981491,0.999999642,44.5578537,160.1646576,1,42.22002411,95.90180206,1
17323,106.4041748,114.9033051,0.999999762,44.51295853,160.2402802,1,42.24681473,95.94103241,1
17324,106.2808533,116.0703354,0.999999762,44.54719543,160.2602844,1,42.29877472,95.94351196,1
17325,106.3394699,116.4961853,0.999999881,44.5658989,160.2562714,1,42.39018631,96.090271,1
17326,106.633873,116.429512,0.999999881,44.55699921,160.2245483,1,42.48868942,95.97745514,1
17327,106.7849197,116.4408264,0.999999881,44.51335907,160.2048492,1,42.38953781,96.10507965,1
17328,106.9534912,116.3182755,0.999999881,44.50004578,160.1873627,1,42.3934288,96.09968567,1
17329,107.1538315,116.1903458,0.999999881,44.50398636,160.2218475,1,42.3971138,96.02090454,1
17330,107.0981979,116.3514786,0.999999881,44.57726288,160.2404175,1,42.45018387,96.02073669,1
17331,106.930275,116.6716003,0.999999881,44.60916138,160.1942291,1,42.39213562,96.05197906,1
17332,106.9150085,118.5391617,0.999999881,44.60208893,160.2794037,1,42.5283165,96.13370514,1
17333,109.9029846,122.0558929,0.999999642,44.58246994,160.2740631,1,42.48307037,96.03530121,1
17334,111.1726151,123.6613159,0.999999404,44.5218544,160.2028503,1,42.53569412,96.12639618,1
17335,111.4143372,125.7186661,0.999999404,44.57033539,160.1773224,1,42.71783829,96.10285187,1
17336,111.9682388,128.9514008,0.999998927,44.52435684,160.2725677,1,42.60188675,96.12202454,1
17337,111.2335968,132.4085236,0.999999762,44.42440033,160.2736816,1,42.87630463,96.07409668,1
17338,110.7875824,134.5437927,0.999999762,44.47406387,160.3344269,1,42.83958054,96.17543793,1
17339,110.0413742,136.1193542,0.999999642,44.46543503,160.3234863,1,42.84629822,96.21005249,1
17340,108.8125229,138.030304,0.999999523,44.49213409,160.304657,1,42.85831833,96.14818573,1
17341,107.3270569,139.2790833,0.999999285,44.518116,160.3373718,1,42.73579407,96.18798828,1
17342,105.9027786,141.940155,0.999998689,44.63687515,160.3660126,1,42.88132858,96.23212433,1
17343,104.0517273,145.0226898,0.999999404,44.61031723,160.3430481,1,42.77403641,96.17840576,1
17344,101.4954224,146.627121,0.999999881,44.66274261,160.4001923,1,42.72264099,96.19749451,1
17345,98.71932983,147.8094788,0.999999881,44.5954628,160.382843,1,42.75267792,96.18096161,1
17346,97.03903961,148.7507477,0.999999762,44.54605103,160.3662262,1,42.79168701,96.21353912,1
17347,94.9457016,149.7870789,0.999999523,44.5625,160.3351135,1,42.73484039,96.20370483,1
17348,92.83781433,150.2093353,0.999999762,44.59295273,160.4019318,1,42.75207138,96.28097534,1
17349,90.82832336,151.3181763,0.999999762,44.63350677,160.3793488,1,42.85655975,96.28248596,1
17350,89.28231049,152.3070679,0.999999523,44.7287178,160.4846802,1,42.80686951,96.24171448,1
17351,88.56112671,152.3286285,0.999999762,44.74128342,160.5494995,1,42.89163971,96.28384399,1
17352,87.31096649,152.4840851,0.999999881,44.69174576,160.5520172,1,42.8308754,96.24871826,1
17353,87.55326843,151.9739838,0.999999881,44.67723083,160.5838318,1,42.86880112,96.22190094,1
17354,87.47213745,151.5897064,0.999999881,44.69055939,160.6519165,1,42.96495819,96.25154114,1
17355,86.56616211,151.5418854,0.999999881,44.77438736,160.5685272,1,42.91416931,96.28762054,1
17356,85.51796722,151.5958557,1,44.8195343,160.6727905,1,42.95656586,96.33003235,1
17357,84.11590576,151.8115387,0.999999881,44.82966232,160.6654205,1,42.85386276,96.35055542,1
17358,83.36660004,152.1003418,0.999999881,44.83624268,160.7318115,1,42.94321823,96.34091949,1
17359,83.12722778,152.2694702,0.999999881,44.83836746,160.7004395,1,42.8764801,96.37689972,1
17360,82.99015808,152.2635193,0.999999881,44.80059433,160.7580566,1,42.91173935,96.36943054,1
17361,83.02046967,152.2085419,0.999999881,44.81399536,160.645874,1,42.83511734,96.29886627,1
17362,82.94766235,152.1615753,0.999999881,44.78372574,160.7372284,1,42.76173782,96.22831726,1
17363,82.78575134,152.1480713,0.999999881,44.83022308,160.6911621,1,42.9311676,96.28421783,1
17364,82.82310486,152.1130066,0.999999881,44.82928848,160.7223053,1,42.88411331,96.3080368,1
17365,82.82376099,152.0814209,0.999999881,44.85802841,160.6529083,1,42.84539795,96.28536224,1
17366,82.69358826,152.093689,0.999999881,44.77846909,160.7151642,1,42.84952927,96.29469299,1
17367,82.72848511,152.0748749,0.999999881,44.80974197,160.7048035,1,42.84240723,96.32066345,1
17368,82.70298767,152.0772705,0.999999881,44.8729744,160.6459503,1,42.79995346,96.29154205,1
17369,82.71843719,152.0222778,0.999999881,44.73799133,160.7489624,1,42.87787628,96.29006195,1
17370,82.55532837,152.0748291,0.999999881,44.84455109,160.7622528,1,42.78205109,96.31445313,1
17371,82.30575562,152.1582794,0.999999881,44.78156662,160.6735992,1,42.77827072,96.23939514,1
17372,81.66310883,152.3661499,0.999999881,44.81074905,160.7497559,1,42.86940384,96.32363892,1
17373,80.3170166,152.6442719,0.999999642,44.83119583,160.6816101,1,43.03195572,96.42305756,1
17374,77.62017059,153.0834808,0.999999762,44.698452,160.6993256,1,42.79162216,96.28979492,1
17375,75.62510681,153.2018127,0.999999762,44.59408569,160.8262634,1,42.86764145,96.18308258,1
17376,73.89592743,152.9046021,0.999999762,44.51075745,160.9964447,1,42.88138199,96.24859619,1
17377,73.31697845,151.5459137,0.999999762,44.55987549,161.1295166,1,42.78554153,96.3006134,1
17378,70.65538025,149.7904205,1,44.46686935,161.3290863,1,42.79741669,96.21934509,1
17379,67.70690918,148.6411285,1,44.50847626,161.4976807,1,42.69701004,96.14064026,1
17380,66.37886047,148.5326233,1,44.49835968,161.7029266,1,42.68402863,96.13684845,1
17381,65.01756287,148.608963,1,44.51322174,161.7408142,1,42.62987137,96.25292969,1
17382,63.2689743,147.7675018,0.999999881,43.72194672,160.8960571,1,42.51311874,96.14650726,1
17383,61.75635529,147.2682953,0.999999881,43.71836853,160.9193878,1,42.57141876,96.08499146,1
17384,60.33855057,146.0648041,0.999999642,43.71910477,160.9917297,1,42.74758148,96.17289734,1
17385,58.42078018,142.0917206,0.999999881,43.71797562,161.0155182,1,42.68777847,96.12917328,1
17386,57.03894043,140.9027557,0.999999881,43.70494461,161.0232086,1,42.70508194,96.14149475,1
17387,55.80279922,139.5676575,0.999999881,43.74907684,160.9087677,1,42.6007843,96.21840668,1
17388,54.79946899,138.2732391,0.999999881,43.79249191,161.0200958,1,42.55500031,96.22213745,1
17389,54.57324219,138.254425,0.999999881,43.67785645,161.0249481,1,42.67686844,96.28702545,1
17390,54.37849045,137.9606476,0.999999881,43.67784882,161.0498505,1,42.6754303,96.30426788,1
17391,54.22240067,137.6965485,0.999999881,43.61993408,161.158783,1,42.56441879,96.31635284,1
17392,53.8571701,137.3744507,0.999999881,43.69725037,161.1295166,1,42.59117889,96.30863953,1
17393,53.57810211,137.2738342,0.999999762,43.65828705,161.1173248,1,42.66168976,96.33552551,1
17394,55.53828049,137.8685455,0.999999881,43.85546112,161.1015625,1,42.79113007,96.35568237,1
17395,55.09732819,136.0454102,0.999999881,43.97467804,160.9459839,1,42.63871384,96.52128601,1
17396,54.45526123,133.1272888,1,43.98398972,161.1406403,1,42.66042328,96.58998108,1
17397,53.65520859,129.9486847,0.999999881,44.04725266,161.0997314,1,42.68208313,96.63162231,1
17398,51.2033844,126.8980789,0.999999762,43.97274399,161.1277771,1,42.70320511,96.52631378,1
17399,51.15657806,125.1931076,0.999999881,44.03780746,161.0037842,1,42.52921677,96.26544952,1
17400,51.32523727,122.956459,0.999999881,44.0700798,160.9185028,1,42.58911514,96.19748688,0.999999881
17401,51.93376923,121.0976105,0.999999762,44.55115128,160.6465607,1,42.3836441,95.78058624,0.999999881
17402,53.7790184,121.1184158,0.999999762,44.55614853,160.6644287,1,42.11088562,95.47166443,0.999999762
17403,53.70310974,118.1632767,0.999999881,44.52587509,160.6323853,1,41.48667908,95.0044632,0.999999404
17404,54.46100998,115.8362274,0.999999762,44.61824799,160.6605682,1,41.68879318,95.01356506,0.999999046
17405,55.93248749,114.8944855,0.999999404,44.5793457,160.6457672,1,41.97883987,95.28536224,0.999999404
17406,57.6882515,112.9799423,0.999999046,44.59320831,160.6864929,1,42.29433823,95.22027588,0.999999642
17407,59.04453659,108.6223831,0.999999523,44.62186813,160.7427979,1,42.37285995,95.33752441,0.999999762
17408,60.19434738,107.4943695,0.999999642,44.72712708,160.6678467,1,42.23171234,95.41496277,0.999999881
17409,61.87978745,106.9075851,0.999999523,44.76821136,160.7060394,1,42.14397049,95.47400665,0.999999881
17410,62.14748001,107.9074173,0.999999523,44.81496429,160.8222504,1,41.82577896,95.55971527,1
17411,63.94216156,106.4174423,0.999999523,44.68796539,160.7167969,1,41.65995789,95.60483551,1
17412,68.9436264,104.8219299,0.999999762,44.68235397,160.5805511,1,41.71517944,95.77687836,1
17413,72.7421875,103.6477051,0.999999404,44.68120956,160.546875,1,41.93082809,96.0035553,1
17414,75.76377106,102.9760513,0.999999762,44.74359512,160.4829254,1,42.23264313,96.01308441,1
17415,78.05161285,102.6719284,0.999999642,44.69733047,160.3996124,1,42.53562164,96.15262604,1
17416,79.34090424,102.5953674,0.999999642,44.66371155,160.4218292,1,42.57596588,96.37716675,1
17417,81.39311218,102.3889771,0.999999881,44.57680511,160.3130035,1,42.43634796,96.14942169,1
17418,85.67850494,103.3129044,0.999999881,44.50675964,160.3386841,1,42.60666656,96.16627502,1
17419,88.61988068,102.5344849,0.999999762,44.44582367,160.3277435,1,42.57498932,96.16598511,1
17420,90.34501648,102.1559982,0.999999642,44.49000549,160.3550415,1,42.57282257,96.21546936,1
17421,92.0471344,102.5312576,0.999999762,44.38689804,160.3184509,1,42.58601761,96.07518005,1
17422,94.08594513,103.4897232,0.999999642,44.52833557,160.2406921,1,42.51190567,96.14299011,1
17423,95.7642746,104.9319229,0.999999762,44.52972412,160.2283478,1,42.6507225,96.00939178,1
17424,97.96858978,106.5097122,0.999999762,44.57718277,160.1856842,1,42.46660995,96.01164246,1
17425,99.51755524,107.1709671,0.999999523,44.55318832,160.204895,1,42.09815598,95.99452209,1
17426,102.232872,108.8704376,0.999999404,44.56235123,160.2008057,1,42.289814,95.9074173,1
17427,104.9344177,109.1758881,0.999999762,44.51486588,160.1665649,1,42.27524948,95.88106537,1
17428,107.2367096,110.5463333,0.999999762,44.5316658,160.1448364,1,42.31946564,95.90159607,1
17429,109.515152,113.3309097,0.999999762,44.5065155,160.2068787,1,42.17866898,95.91436768,1
17430,109.920517,114.8167038,0.999999881,44.5129509,160.1375885,1,42.46120834,96.03546143,1
17431,109.6949844,116.5447159,0.999999881,44.55270767,160.1668701,1,42.37366867,96.08670807,1
17432,110.0242538,118.2156677,0.999999881,44.49940872,160.1724854,1,42.55430603,96.17769623,1
17433,110.8507538,120.6172485,0.999999762,44.58871078,160.1684723,1,42.5149765,96.00456238,1
17434,110.9700699,122.0991669,0.999999523,44.54010391,160.1211853,1,42.45054626,96.08856964,1
17435,110.8773499,124.9879074,0.999999523,44.50483322,160.1976166,1,42.57784653,96.16455078,1
17436,111.1362915,126.5569687,0.999999523,44.49903107,160.1408997,1,42.6896019,96.17191315,1
17437,112.0574493,128.9951019,0.999999404,44.4679184,160.1837158,1,42.66873932,96.19113922,1
17438,111.6698685,130.1895599,0.999999523,44.50721741,160.2141571,1,42.62943649,96.14238739,1
17439,111.1617126,130.9581451,0.999999642,44.54283905,160.2267914,1,42.75224686,96.14291382,1
17440,110.7620239,132.7153168,0.999999762,44.57210541,160.21698,1,42.76843262,96.25932312,1
17441,110.3645172,134.7255554,0.999999762,44.55487823,160.2770386,1,42.84728622,96.26422882,1
17442,110.2999039,136.0962982,0.999999762,44.55321503,160.2998047,1,42.83983612,96.23726654,1
17443,109.6537704,137.6197968,0.999999523,44.52550125,160.3305511,1,42.82229233,96.18457031,1
17444,108.8288574,138.4304352,0.999999285,44.4863739,160.3630676,1,42.76781464,96.17454529,1
17445,108.3536301,139.9271851,0.999999404,44.51372528,160.3561859,1,42.76836014,96.22036743,1
17446,107.2795563,142.7135162,0.999999046,44.49402618,160.3097382,1,42.70521545,96.06519318,1
17447,105.7197266,145.953598,0.999999404,44.54276657,160.298233,1,42.89311981,96.12944031,1
17448,104.6923141,146.9521637,0.999999762,44.52235794,160.307373,1,42.71075439,96.14220428,1
17449,103.1675568,147.924942,0.999999881,44.47186279,160.361496,1,42.77324677,96.19897461,1
17450,102.0671844,148.9273071,1,44.51418304,160.4010925,1,42.92272186,96.22776031,1
17451,101.0526733,149.6373596,1,44.58155823,160.3980865,1,42.83073425,96.19838715,1
17452,100.72612,149.5022888,1,44.51200485,160.3768463,1,42.74013519,96.11428833,1
17453,100.2988205,149.3852081,1,44.56797409,160.448288,1,42.71343613,96.14608765,1
17454,100.0814133,149.5261383,1,44.56622696,160.3531036,1,42.77923584,96.19289398,1
17455,99.7874527,149.4435272,1,44.56348801,160.3666992,1,42.86037827,96.13781738,1
17456,99.57582855,149.3674316,1,44.55276871,160.4055786,1,42.66373444,96.1921463,1
17457,99.43688202,149.276886,1,44.49371338,160.39328,1,42.74704742,96.11342621,1
17458,99.51818848,149.3387299,1,44.51985168,160.3301392,1,42.70194244,96.13237,1
17459,99.48931122,149.2923126,1,44.51282883,160.3660431,1,42.7648201,96.11053467,1
17460,99.40422821,149.3853455,1,44.49076843,160.3692474,1,42.79760742,96.1882019,1
17461,99.43156433,149.2862549,1,44.57502747,160.4009552,1,42.82365417,96.16280365,1
17462,99.31781769,149.3179016,1,44.55696869,160.3731537,1,42.73672104,96.21400452,1
17463,99.34732056,149.3391266,1,44.51222229,160.3642273,1,42.80944061,96.19843292,1
17464,99.29460907,149.2651825,1,44.54125214,160.3518982,1,42.81518555,96.20732117,1
17465,99.19274902,149.3777618,1,44.57255554,160.3975067,1,42.84225845,96.15497589,1
17466,98.85488129,149.5084686,1,44.60677719,160.3286743,1,42.69442368,96.17102814,1
17467,98.20383453,149.5452118,0.999999881,44.57217407,160.3633728,1,42.76655197,96.25352478,1
17468,97.19358063,149.5326691,0.999999881,44.58197021,160.3044586,1,42.88978195,96.15935516,1
17469,94.73728943,150.4831696,0.999999523,44.62566376,160.3632507,1,42.87054825,96.21825409,1
17470,92.92047882,151.3924866,0.999999762,44.61372375,160.3505402,1,42.78371429,96.23360443,1
17471,91.88392639,151.3334351,0.999999762,44.58584595,160.3428802,1,42.90840912,96.22510529,1
17472,91.35110474,150.9490662,0.999999762,44.57114792,160.3796997,1,42.91307449,96.22647095,1
17473,91.59403992,150.2525024,0.999999762,44.57472992,160.4244385,1,42.82664871,96.19410706,1
17474,91.45949554,150.0314789,0.999999762,44.65468979,160.3544312,1,42.77661896,96.24791718,1
17475,91.0351181,149.7972717,0.999999762,44.63361359,160.4133301,1,42.82913208,96.15395355,1
17476,90.70272064,149.6253967,0.999999642,44.62524796,160.3869171,1,42.88250351,96.25333405,1
17477,90.41504669,149.2951355,0.999999642,44.60773468,160.3583832,1,43.02942276,96.25714111,1
17478,90.18169403,149.1551056,0.999999642,44.61067963,160.3538208,1,42.87459183,96.19806671,1
17479,90.23977661,149.7346344,0.999999642,44.58014679,160.428009,1,42.82009125,96.18213654,1
17480,90.61225128,150.3889465,0.999999762,44.65019989,160.444397,1,42.8516655,96.1522522,1
17481,91.2400589,150.3738251,0.999999881,44.60107422,160.3472443,1,42.85712814,96.25118256,1
17482,92.3890686,149.7898407,0.999999762,44.5332756,160.3137207,1,42.82271576,96.24584961,1
17483,93.25318146,148.8599854,0.999999762,44.58287048,160.3324738,1,42.8894577,96.22865295,1
17484,94.02971649,148.1033478,0.999999642,44.57458115,160.3586731,1,42.89424133,96.30984497,1
17485,94.09776306,147.0823212,0.999999523,44.57363892,160.3882599,1,42.91622162,96.22234344,1
17486,94.5089035,145.3444824,0.999998808,44.57688522,160.3183746,1,42.7394371,96.25952911,1
17487,94.79499817,142.5967102,0.99999845,44.51654816,160.3416595,1,42.79771805,96.27244568,1
17488,94.85546875,142.0346832,0.999999404,44.52850723,160.4465637,1,42.84961319,96.26554108,1
17489,95.36853027,141.1052246,0.999999642,44.5186348,160.386673,1,42.74007416,96.17903137,1
17490,95.69574738,140.4039764,0.999999642,44.45489502,160.4540405,1,42.79879761,96.29431152,1
17491,96.66514587,139.6131439,0.999999642,44.50452042,160.4297791,1,42.7241478,96.26898956,1
17492,99.88713074,138.3876038,0.999999642,44.46088791,160.4237213,1,42.72482681,96.25536346,1
17493,101.703537,136.0858307,0.999999881,44.49033356,160.4059906,1,42.90100861,96.29965973,1
